V,I,V_in,I_in,I_sps,V_sps
-2.0,0,-1.999983,7.526279e-09,0.0,5080446.0
-2.0,0,-1.999985,7.79844e-09,0.0,5080409.0
-2.0,0,-1.999983,7.79828e-09,0.0,5080422.0
-2.0,0,-1.99998,7.798976e-09,0.0,5080409.0
-2.0,0,-1.999982,7.789634e-09,0.0,5080301.0
-2.0,0,-1.999982,7.764124e-09,0.0,5080387.0
-2.0,0,-1.999982,7.82746e-09,0.0,5080514.0
-2.0,0,-1.999982,7.7747e-09,0.0,5080646.0
-2.0,0,-1.999984,7.650412e-09,0.0,5080543.0
-2.0,0,-1.99998,7.768794e-09,0.0,5080489.0
-1.9,0,-1.899967,8.719809e-09,0.0,4826360.0
-1.9,0,-1.899968,8.727075e-09,0.0,4826314.0
-1.9,0,-1.899966,8.71996e-09,0.0,4826292.0
-1.9,0,-1.899967,8.711843e-09,0.0,4826238.0
-1.9,0,-1.899969,8.714902e-09,0.0,4826293.0
-1.9,0,-1.899966,8.556548e-09,0.0,4826446.0
-1.9,0,-1.899968,8.711541e-09,0.0,4826283.0
-1.9,0,-1.899966,8.752969e-09,0.0,4826441.0
-1.9,0,-1.899967,8.68948e-09,0.0,4826273.0
-1.9,0,-1.899967,8.654411e-09,0.0,4826243.0
-1.7999999999999998,0,-1.799984,9.636428e-09,0.0,4572193.0
-1.7999999999999998,0,-1.799982,9.624702e-09,0.0,4572230.0
-1.7999999999999998,0,-1.799982,9.626245e-09,0.0,4572247.0
-1.7999999999999998,0,-1.799984,9.598522e-09,0.0,4572289.0
-1.7999999999999998,0,-1.799984,9.609318e-09,0.0,4572189.0
-1.7999999999999998,0,-1.799981,9.591474e-09,0.0,4572208.0
-1.7999999999999998,0,-1.799984,9.549503e-09,0.0,4572194.0
-1.7999999999999998,0,-1.799985,9.564067e-09,0.0,4572255.0
-1.7999999999999998,0,-1.799984,9.575097e-09,0.0,4572314.0
-1.7999999999999998,0,-1.799983,9.569043e-09,0.0,4572053.0
-1.6999999999999997,0,-1.69997,1.05454e-08,0.0,4317967.0
-1.6999999999999997,0,-1.69997,1.046575e-08,0.0,4317955.0
-1.6999999999999997,0,-1.699969,1.04496e-08,0.0,4317978.0
-1.6999999999999997,0,-1.699969,1.061776e-08,0.0,4318054.0
-1.6999999999999997,0,-1.699969,1.044783e-08,0.0,4317971.0
-1.6999999999999997,0,-1.699968,1.045488e-08,0.0,4317995.0
-1.6999999999999997,0,-1.699966,1.045664e-08,0.0,4318088.0
-1.6999999999999997,0,-1.69997,1.04375e-08,0.0,4318084.0
-1.6999999999999997,0,-1.699968,1.03172e-08,0.0,4318096.0
-1.6999999999999997,0,-1.699969,1.040059e-08,0.0,4318033.0
-1.5999999999999996,0,-1.599983,1.132861e-08,0.0,4063965.0
