V,I,V_in,I_in,I_sps,V_sps
0,-0.0009,-1.951684,-0.000899972,8308957.0,0.0
0,-0.0009,-1.951684,-0.0008999715,7836015.0,0.0
0,-0.0009,-1.951681,-0.000899972,7833870.0,0.0
0,-0.0009,-1.951681,-0.0008999717,7830304.0,0.0
0,-0.0009,-1.951679,-0.0008999718,7835212.0,0.0
0,-0.0009,-1.951676,-0.000899972,7842274.0,0.0
0,-0.0009,-1.951674,-0.0008999722,7846018.0,0.0
0,-0.0009,-1.951672,-0.0008999723,7833170.0,0.0
0,-0.0009,-1.951672,-0.0008999713,7837691.0,0.0
0,-0.0009,-1.951672,-0.0008999721,7838657.0,0.0
0,-0.0007999999999999999,-1.734834,-0.0007999726,7001303.0,0.0
0,-0.0007999999999999999,-1.734833,-0.0007999724,7004876.0,0.0
0,-0.0007999999999999999,-1.734832,-0.0007999718,7007069.0,0.0
0,-0.0007999999999999999,-1.734829,-0.0007999726,7005036.0,0.0
0,-0.0007999999999999999,-1.73483,-0.0007999717,7011894.0,0.0
0,-0.0007999999999999999,-1.734829,-0.000799972,7005709.0,0.0
0,-0.0007999999999999999,-1.734831,-0.0007999726,7004018.0,0.0
0,-0.0007999999999999999,-1.734829,-0.0007999727,7015250.0,0.0
0,-0.0007999999999999999,-1.734826,-0.0007999727,7011874.0,0.0
0,-0.0007999999999999999,-1.734829,-0.0007999726,7013770.0,0.0
0,-0.0006999999999999999,-1.518006,-0.0006999851,6174191.0,0.0
0,-0.0006999999999999999,-1.518006,-0.0006999837,6175417.0,0.0
0,-0.0006999999999999999,-1.518006,-0.0006999848,6173815.0,0.0
0,-0.0006999999999999999,-1.518007,-0.0006999853,6173842.0,0.0
0,-0.0006999999999999999,-1.518004,-0.000699985,6175330.0,0.0
0,-0.0006999999999999999,-1.518006,-0.0006999847,6174505.0,0.0
0,-0.0006999999999999999,-1.518008,-0.0006999853,6171561.0,0.0
0,-0.0006999999999999999,-1.51801,-0.0006999848,6174158.0,0.0
0,-0.0006999999999999999,-1.518011,-0.0006999854,6172177.0,0.0
0,-0.0006999999999999999,-1.518011,-0.0006999861,6180629.0,0.0
0,-0.0005999999999999998,-1.301173,-0.0005999845,5340819.0,0.0
0,-0.0005999999999999998,-1.301175,-0.0005999851,5331951.0,0.0
0,-0.0005999999999999998,-1.301175,-0.0005999849,5337130.0,0.0
0,-0.0005999999999999998,-1.301174,-0.0005999848,5336763.0,0.0
0,-0.0005999999999999998,-1.301178,-0.0005999842,5336364.0,0.0
0,-0.0005999999999999998,-1.301178,-0.0005999845,5336211.0,0.0
0,-0.0005999999999999998,-1.301178,-0.0005999847,5337989.0,0.0
0,-0.0005999999999999998,-1.301179,-0.0005999847,5342032.0,0.0
0,-0.0005999999999999998,-1.301182,-0.0005999845,5342080.0,0.0
