V,I,V_in,I_in,I_sps,V_sps
0,-0.0009,-1.952407,-0.0008999711,7905607.0,0.0
0,-0.0009,-1.952406,-0.0008999705,7907364.0,0.0
0,-0.0009,-1.952403,-0.0008999718,7895799.0,0.0
0,-0.0009,-1.952403,-0.0008999718,7894086.0,0.0
0,-0.0009,-1.952369,-0.0008999716,7897196.0,0.0
0,-0.0009,-1.952344,-0.0008999708,7913322.0,0.0
0,-0.0009,-1.952323,-0.000899972,7905202.0,0.0
0,-0.0009,-1.952304,-0.0008999722,7900718.0,0.0
0,-0.0009,-1.952289,-0.0008999716,7904550.0,0.0
0,-0.0007999999999999999,-1.735358,-0.000799972,7061319.0,0.0
0,-0.0007999999999999999,-1.735261,-0.0007999729,7070306.0,0.0
0,-0.0007999999999999999,-1.735249,-0.000799972,7065948.0,0.0
0,-0.0007999999999999999,-1.735281,-0.0007999722,7068000.0,0.0
0,-0.0007999999999999999,-1.73542,-0.0007999722,7064867.0,0.0
0,-0.0007999999999999999,-1.735463,-0.000799972,7066100.0,0.0
0,-0.0007999999999999999,-1.735421,-0.0007999728,7069718.0,0.0
0,-0.0007999999999999999,-1.735452,-0.0007999722,7065292.0,0.0
0,-0.0007999999999999999,-1.73544,-0.0007999724,7064757.0,0.0
0,-0.0007999999999999999,-1.735369,-0.0007999711,7067777.0,0.0
0,-0.0006999999999999999,-1.518439,-0.0006999848,6219908.0,0.0
0,-0.0006999999999999999,-1.518431,-0.0006999846,6223670.0,0.0
0,-0.0006999999999999999,-1.518427,-0.0006999837,6215364.0,0.0
0,-0.0006999999999999999,-1.518416,-0.0006999841,6222507.0,0.0
0,-0.0006999999999999999,-1.518414,-0.0006999844,6222786.0,0.0
0,-0.0006999999999999999,-1.518426,-0.0006999848,6220027.0,0.0
0,-0.0006999999999999999,-1.518427,-0.000699985,6228667.0,0.0
0,-0.0006999999999999999,-1.518425,-0.0006999847,6222866.0,0.0
0,-0.0006999999999999999,-1.518428,-0.0006999844,6214454.0,0.0
0,-0.0006999999999999999,-1.51843,-0.0006999848,6218470.0,0.0
