V,V_in,I_in,V_i,V_2x,T
0.15000000000000002,0.1501128,7.099967e-05,0.310314,0.161785,22.08
0.15000000000000002,0.1501137,7.099893e-05,0.310253,0.161709,22.08
0.15000000000000002,0.1501127,7.099831e-05,0.31043,0.161338,22.08
0.15000000000000002,0.1501136,7.099823e-05,0.310209,0.161648,22.09
0.15000000000000002,0.1501135,7.099878e-05,0.310261,0.161479,22.09
0.15000000000000002,0.1501124,7.099732e-05,0.310217,0.161802,22.09
0.15000000000000002,0.1501136,7.099746e-05,0.310249,0.161906,22.09
0.15000000000000002,0.1501141,7.099813e-05,0.31031,0.161516,22.09
0.15000000000000002,0.1501123,7.099702e-05,0.310249,0.161459,22.1
0.15000000000000002,0.1501133,7.099676e-05,0.310285,0.161572,22.09
0.15000000000000002,0.1501135,7.099679e-05,0.310314,0.161624,22.09
0.15000000000000002,0.1501126,7.099734e-05,0.310269,0.161302,22.09
0.15000000000000002,0.1501141,7.09976e-05,0.310338,0.161777,22.1
0.15000000000000002,0.1501133,7.09979e-05,0.310334,0.16156,22.1
0.15000000000000002,0.1501146,7.099813e-05,0.310209,0.161133,22.09
0.15000000000000002,0.1501138,7.099779e-05,0.310342,0.161854,22.110001
0.15000000000000002,0.1501148,7.099789e-05,0.310257,0.161681,22.1
0.15000000000000002,0.1501146,7.099757e-05,0.310225,0.161773,22.09
0.15000000000000002,0.1501136,7.099755e-05,0.310229,0.161387,22.110001
0.15000000000000002,0.1501132,7.099749e-05,0.310342,0.161238,22.1
0.15000000000000002,0.1501129,7.099745e-05,0.310293,0.161693,22.1
0.15000000000000002,0.1501123,7.099724e-05,0.310225,0.161737,22.1
0.15000000000000002,0.1501117,7.09964e-05,0.310285,0.161592,22.110001
0.15000000000000002,0.1501129,7.099709e-05,0.310273,0.161209,22.1
0.15000000000000002,0.1501137,7.099768e-05,0.310302,0.161834,22.1
0.15000000000000002,0.1501127,7.099769e-05,0.310265,0.161443,22.1
0.15000000000000002,0.1501142,7.099727e-05,0.310338,0.16127,22.1
0.15000000000000002,0.1501146,7.099862e-05,0.310302,0.162043,22.120001
0.15000000000000002,0.1501153,7.099914e-05,0.310205,0.161975,22.1
0.15000000000000002,0.1501141,7.099852e-05,0.310217,0.161677,22.1
0.15000000000000002,0.1501142,7.099804e-05,0.310213,0.161391,22.110001
0.15000000000000002,0.1501134,7.099819e-05,0.310225,0.161697,22.110001
0.15000000000000002,0.150113,7.099781e-05,0.310213,0.16131,22.120001
0.15000000000000002,0.1501137,7.099798e-05,0.310273,0.161717,22.110001
0.15000000000000002,0.1501135,7.099818e-05,0.310342,0.161834,22.110001
0.15000000000000002,0.1501136,7.099848e-05,0.310326,0.161749,22.120001
0.15000000000000002,0.150113,7.099762e-05,0.310181,0.161548,22.120001
0.15000000000000002,0.1501135,7.099786e-05,0.310269,0.162019,22.120001
0.15000000000000002,0.1501154,7.099866e-05,0.310217,0.16214,22.110001
0.15000000000000002,0.1501141,7.099794e-05,0.310249,0.161854,22.110001
0.15000000000000002,0.1501143,7.099837e-05,0.310354,0.162136,22.120001
0.15000000000000002,0.1501145,7.099856e-05,0.310346,0.162184,22.120001
0.15000000000000002,0.1501125,7.09981e-05,0.310342,0.161785,22.110001
0.15000000000000002,0.1501136,7.099767e-05,0.31031,0.161725,22.120001
0.15000000000000002,0.1501139,7.099745e-05,0.310314,0.162035,22.120001
0.15000000000000002,0.1501135,7.099735e-05,0.310253,0.161616,22.120001
0.15000000000000002,0.1501132,7.09981e-05,0.310273,0.161431,22.120001
0.15000000000000002,0.1501128,7.099706e-05,0.310326,0.162216,22.129999
0.15000000000000002,0.1501133,7.099698e-05,0.310269,0.161375,22.129999
0.15000000000000002,0.150113,7.099719e-05,0.310181,0.161842,22.120001
0.15000000000000002,0.1501121,7.099725e-05,0.310104,0.161886,22.120001
0.15000000000000002,0.1501132,7.099693e-05,0.310382,0.162071,22.120001
0.15000000000000002,0.1501136,7.099714e-05,0.310269,0.161963,22.120001
0.15000000000000002,0.1501116,7.099705e-05,0.310169,0.161862,22.120001
0.15000000000000002,0.1501121,7.099757e-05,0.310269,0.161624,22.120001
0.15000000000000002,0.1501117,7.099744e-05,0.310217,0.161959,22.120001
0.15000000000000002,0.1501133,7.099719e-05,0.310334,0.161818,22.129999
0.15000000000000002,0.1501128,7.099684e-05,0.310293,0.161503,22.129999
0.15000000000000002,0.1501126,7.099732e-05,0.310302,0.162011,22.120001
0.15000000000000002,0.1501123,7.099708e-05,0.310402,0.16189,22.120001
0.15000000000000002,0.1501147,7.099736e-05,0.310297,0.161838,22.129999
0.15000000000000002,0.1501134,7.099724e-05,0.31037,0.161399,22.129999
0.15000000000000002,0.1501154,7.099759e-05,0.310306,0.161697,22.129999
0.15000000000000002,0.150116,7.099805e-05,0.310277,0.161721,22.129999
0.15000000000000002,0.1501143,7.099748e-05,0.310334,0.161834,22.129999
0.15000000000000002,0.1501146,7.099687e-05,0.31035,0.162092,22.120001
0.15000000000000002,0.1501149,7.099698e-05,0.310241,0.162128,22.129999
0.15000000000000002,0.1501142,7.099633e-05,0.310237,0.161898,22.129999
0.15000000000000002,0.1501142,7.099691e-05,0.310261,0.161528,22.129999
0.15000000000000002,0.1501138,7.09962e-05,0.310338,0.162067,22.129999
0.15000000000000002,0.150114,7.099619e-05,0.310233,0.162067,22.139999
0.15000000000000002,0.1501143,7.09966e-05,0.310346,0.162104,22.129999
0.15000000000000002,0.1501142,7.099687e-05,0.310277,0.162059,22.139999
0.15000000000000002,0.1501146,7.09969e-05,0.310201,0.162047,22.129999
0.15000000000000002,0.1501132,7.09967e-05,0.310189,0.162019,22.139999
0.15000000000000002,0.1501133,7.099682e-05,0.310265,0.161797,22.139999
0.15000000000000002,0.1501138,7.099591e-05,0.310185,0.161278,22.129999
0.15000000000000002,0.1501139,7.099643e-05,0.310342,0.161536,22.139999
0.15000000000000002,0.1501134,7.099604e-05,0.310281,0.161934,22.129999
0.15000000000000002,0.1501134,7.099649e-05,0.310173,0.161951,22.139999
0.15000000000000002,0.1501151,7.099557e-05,0.310265,0.161302,22.139999
0.15000000000000002,0.1501144,7.099576e-05,0.310289,0.161854,22.139999
0.15000000000000002,0.1501139,7.099579e-05,0.310338,0.161963,22.139999
0.15000000000000002,0.1501136,7.099501e-05,0.310289,0.162039,22.139999
0.15000000000000002,0.1501137,7.099518e-05,0.310249,0.161709,22.139999
0.15000000000000002,0.1501153,7.099647e-05,0.310318,0.161838,22.15
0.15000000000000002,0.1501141,7.099625e-05,0.31031,0.161165,22.15
0.15000000000000002,0.150113,7.099556e-05,0.310233,0.161773,22.15
0.15000000000000002,0.1501127,7.09951e-05,0.310257,0.161628,22.15
0.15000000000000002,0.150113,7.099463e-05,0.31039,0.161507,22.15
0.15000000000000002,0.150113,7.099474e-05,0.310378,0.161644,22.15
0.2,0.2001516,9.135658e-05,0.410272,0.209763,22.16
0.2,0.2001513,9.135703e-05,0.41024,0.210149,22.15
0.2,0.2001513,9.135644e-05,0.410188,0.210443,22.16
0.2,0.2001507,9.135607e-05,0.410164,0.210274,22.16
0.2,0.2001511,9.135585e-05,0.410196,0.209795,22.16
0.2,0.2001517,9.135628e-05,0.410208,0.209819,22.16
0.2,0.2001515,9.13555e-05,0.41024,0.210294,22.15
0.2,0.2001516,9.135584e-05,0.410176,0.210157,22.15
0.2,0.2001514,9.13551e-05,0.410284,0.210234,22.16
0.2,0.2001511,9.135459e-05,0.410236,0.209936,22.15
0.2,0.2001511,9.135551e-05,0.410297,0.209916,22.16
0.2,0.2001507,9.135457e-05,0.410325,0.210246,22.15
0.2,0.2001503,9.135375e-05,0.410204,0.209722,22.16
0.2,0.2001503,9.135388e-05,0.410192,0.209767,22.16
0.2,0.2001497,9.135398e-05,0.410284,0.209775,22.16
0.2,0.2001505,9.135388e-05,0.41024,0.209867,22.17
0.2,0.2001513,9.135484e-05,0.410156,0.209992,22.16
0.2,0.2001523,9.135337e-05,0.410176,0.210371,22.16
0.2,0.2001537,9.135466e-05,0.41024,0.210456,22.16
0.2,0.2001522,9.135458e-05,0.410188,0.210202,22.16
0.2,0.2001518,9.135499e-05,0.410143,0.209859,22.16
0.2,0.200153,9.13542e-05,0.410156,0.209855,22.16
0.2,0.2001522,9.135493e-05,0.410292,0.210492,22.16
0.2,0.2001521,9.135464e-05,0.410357,0.210016,22.17
0.2,0.2001515,9.135453e-05,0.410333,0.210037,22.15
0.2,0.2001511,9.13542e-05,0.410321,0.210182,22.17
0.2,0.2001513,9.135447e-05,0.410417,0.2105,22.17
0.2,0.2001504,9.135431e-05,0.410168,0.21048,22.16
0.2,0.2001488,9.135443e-05,0.410297,0.21029,22.17
0.2,0.2001509,9.135396e-05,0.410292,0.210464,22.17
0.2,0.2001511,9.135368e-05,0.410325,0.21056,22.17
0.2,0.2001511,9.135345e-05,0.41026,0.210045,22.16
0.2,0.2001514,9.13536e-05,0.410188,0.210564,22.17
0.2,0.2001509,9.135361e-05,0.410123,0.210246,22.16
0.2,0.2001509,9.135344e-05,0.410264,0.209904,22.17
0.2,0.2001523,9.135452e-05,0.41024,0.210166,22.16
0.2,0.2001525,9.135439e-05,0.410369,0.210004,22.16
0.2,0.2001521,9.135361e-05,0.410313,0.210033,22.16
0.2,0.2001521,9.135402e-05,0.410115,0.210649,22.17
0.2,0.2001517,9.135297e-05,0.410337,0.210609,22.16
0.2,0.200151,9.135393e-05,0.41026,0.209964,22.17
0.2,0.2001515,9.135356e-05,0.41028,0.20988,22.17
0.2,0.2001519,9.135443e-05,0.410349,0.210174,22.17
0.2,0.2001523,9.135367e-05,0.410313,0.210069,22.17
0.2,0.2001517,9.135364e-05,0.410244,0.210524,22.17
0.2,0.2001515,9.135394e-05,0.410244,0.209972,22.17
0.2,0.2001514,9.135345e-05,0.410305,0.210605,22.17
0.2,0.2001515,9.135346e-05,0.410232,0.210411,22.17
0.2,0.2001517,9.135313e-05,0.410369,0.210037,22.17
0.2,0.2001517,9.135313e-05,0.410115,0.210081,22.18
0.2,0.2001517,9.135431e-05,0.410284,0.210464,22.18
0.2,0.2001529,9.135417e-05,0.410168,0.210399,22.18
0.2,0.2001524,9.135398e-05,0.410341,0.210568,22.18
0.2,0.2001511,9.135372e-05,0.410272,0.209896,22.17
0.2,0.2001524,9.135352e-05,0.410301,0.2105,22.17
0.2,0.2001516,9.135318e-05,0.410055,0.210298,22.17
0.2,0.2001521,9.135284e-05,0.410188,0.210508,22.18
0.2,0.200152,9.135324e-05,0.410176,0.210423,22.18
0.2,0.2001522,9.135353e-05,0.410353,0.209811,22.18
0.2,0.2001513,9.135456e-05,0.410321,0.210061,22.18
0.2,0.2001512,9.135441e-05,0.410172,0.20994,22.18
0.2,0.2001524,9.135485e-05,0.41026,0.210125,22.18
0.2,0.2001518,9.13543e-05,0.410212,0.209718,22.18
0.2,0.2001535,9.135375e-05,0.410329,0.209855,22.18
0.2,0.200152,9.13541e-05,0.410256,0.210149,22.18
0.2,0.2001525,9.135397e-05,0.410385,0.210387,22.18
0.2,0.2001514,9.135497e-05,0.410139,0.210472,22.190001
0.2,0.2001517,9.135484e-05,0.410248,0.209871,22.18
0.2,0.200152,9.135503e-05,0.410232,0.210262,22.190001
0.2,0.200152,9.135459e-05,0.41024,0.210085,22.18
0.2,0.2001511,9.135414e-05,0.410309,0.210238,22.18
0.2,0.2001517,9.135412e-05,0.41016,0.210234,22.18
0.2,0.2001517,9.135481e-05,0.410083,0.210399,22.18
0.2,0.2001514,9.135406e-05,0.410248,0.210319,22.190001
0.2,0.2001514,9.135353e-05,0.410252,0.209916,22.18
0.2,0.2001527,9.135339e-05,0.410333,0.210286,22.18
0.2,0.200152,9.135434e-05,0.410244,0.210061,22.18
0.2,0.2001523,9.135336e-05,0.410264,0.209855,22.190001
0.2,0.2001514,9.135389e-05,0.410309,0.209936,22.190001
0.2,0.2001503,9.135313e-05,0.410184,0.210278,22.190001
0.2,0.2001506,9.135414e-05,0.41028,0.210157,22.18
0.2,0.2001513,9.135393e-05,0.41026,0.209759,22.18
0.2,0.2001514,9.135412e-05,0.410232,0.209936,22.190001
0.2,0.2001512,9.135406e-05,0.410365,0.21021,22.190001
0.2,0.2001512,9.135395e-05,0.410119,0.210472,22.190001
0.2,0.2001508,9.135433e-05,0.410305,0.20998,22.190001
0.2,0.2001512,9.135451e-05,0.410208,0.210186,22.190001
0.2,0.2001526,9.135537e-05,0.410244,0.20994,22.190001
0.2,0.2001526,9.135489e-05,0.410232,0.210371,22.190001
0.2,0.2001527,9.135545e-05,0.410232,0.210298,22.200001
0.2,0.2001518,9.135461e-05,0.410236,0.209948,22.190001
0.2,0.2001509,9.13548e-05,0.410192,0.210431,22.200001
0.2,0.2001516,9.135417e-05,0.41018,0.210319,22.200001
0.2,0.2001505,9.135532e-05,0.410176,0.210319,22.190001
0.2,0.2001515,9.13551e-05,0.410264,0.210435,22.200001
0.2,0.2001513,9.135445e-05,0.410188,0.210419,22.190001
0.2,0.2001513,9.13543e-05,0.410252,0.21017,22.190001
0.2,0.2001516,9.135502e-05,0.410204,0.210383,22.200001
0.2,0.2001518,9.135541e-05,0.410256,0.210153,22.200001
0.2,0.200152,9.135579e-05,0.410357,0.21058,22.200001
0.25,0.2500374,0.0001116124,0.509538,0.262453,22.200001
0.25,0.2500363,0.0001116125,0.509667,0.262155,22.200001
0.25,0.2500365,0.0001116131,0.509635,0.262417,22.200001
0.25,0.2500374,0.000111613,0.509728,0.262373,22.200001
0.25,0.2500371,0.0001116126,0.509736,0.261728,22.190001
0.25,0.2500367,0.0001116117,0.509699,0.261897,22.190001
0.25,0.250037,0.0001116117,0.509647,0.262099,22.190001
0.25,0.2500368,0.0001116115,0.509881,0.26259,22.209999
0.25,0.2500376,0.0001116122,0.509631,0.262598,22.200001
0.25,0.2500377,0.0001116118,0.509599,0.262542,22.200001
0.25,0.2500373,0.0001116126,0.509812,0.262594,22.190001
0.25,0.2500373,0.0001116131,0.509752,0.262018,22.200001
0.25,0.2500378,0.0001116119,0.509687,0.262002,22.190001
0.25,0.2500379,0.0001116125,0.509719,0.262207,22.200001
0.25,0.2500371,0.0001116126,0.509687,0.262078,22.190001
0.25,0.2500369,0.0001116125,0.509607,0.262107,22.200001
0.25,0.2500369,0.000111613,0.509639,0.262252,22.190001
0.25,0.250037,0.0001116118,0.509736,0.262215,22.200001
0.25,0.2500366,0.0001116124,0.509639,0.262514,22.200001
0.25,0.2500373,0.0001116128,0.509732,0.262783,22.190001
0.25,0.2500365,0.0001116124,0.509772,0.262457,22.190001
0.25,0.2500366,0.0001116115,0.509607,0.262332,22.190001
0.25,0.2500368,0.0001116121,0.509776,0.261909,22.200001
0.25,0.2500373,0.0001116127,0.509635,0.262497,22.200001
0.25,0.2500363,0.0001116125,0.509615,0.262244,22.18
0.25,0.2500364,0.0001116112,0.509679,0.262433,22.18
0.25,0.2500355,0.0001116109,0.509627,0.26257,22.190001
0.25,0.2500348,0.0001116102,0.509711,0.262691,22.190001
0.25,0.2500369,0.0001116103,0.509687,0.2623,22.190001
0.25,0.2500342,0.0001116114,0.509788,0.261716,22.190001
0.25,0.2500346,0.0001116109,0.509719,0.262634,22.190001
0.25,0.2500352,0.000111611,0.509647,0.262389,22.190001
0.25,0.2500354,0.0001116116,0.509788,0.262087,22.190001
0.25,0.2500361,0.0001116115,0.50974,0.262441,22.190001
0.25,0.2500356,0.0001116111,0.509655,0.26232,22.190001
0.25,0.2500358,0.0001116112,0.509671,0.26199,22.190001
0.25,0.2500359,0.000111612,0.509683,0.262489,22.200001
0.25,0.2500355,0.0001116113,0.509877,0.262663,22.190001
0.25,0.2500375,0.0001116131,0.509611,0.262675,22.190001
0.25,0.2500361,0.0001116136,0.509671,0.262312,22.190001
0.25,0.2500365,0.0001116123,0.509699,0.26257,22.190001
0.25,0.2500383,0.0001116119,0.509687,0.262715,22.190001
0.25,0.2500371,0.0001116126,0.509643,0.261756,22.190001
0.25,0.2500374,0.0001116113,0.509667,0.262485,22.18
0.25,0.2500372,0.0001116118,0.509756,0.262022,22.190001
0.25,0.2500364,0.0001116113,0.509623,0.262618,22.190001
0.25,0.2500373,0.0001116109,0.509719,0.261724,22.190001
0.25,0.2500367,0.0001116116,0.509695,0.262381,22.190001
0.25,0.2500351,0.0001116119,0.509651,0.262099,22.200001
0.25,0.2500346,0.0001116109,0.509623,0.261889,22.200001
0.25,0.2500353,0.0001116118,0.509558,0.261998,22.190001
0.25,0.2500365,0.0001116117,0.50974,0.261933,22.190001
0.25,0.2500369,0.0001116123,0.509574,0.262659,22.190001
0.25,0.2500366,0.0001116115,0.509724,0.26251,22.200001
0.25,0.250036,0.0001116114,0.509732,0.262203,22.190001
0.25,0.2500371,0.000111612,0.509667,0.262107,22.190001
0.25,0.2500357,0.0001116107,0.509558,0.262481,22.190001
0.25,0.2500354,0.0001116109,0.509675,0.262324,22.190001
0.25,0.2500351,0.0001116109,0.509695,0.262526,22.190001
0.25,0.2500351,0.0001116101,0.509844,0.262308,22.190001
0.25,0.2500367,0.0001116114,0.509643,0.262598,22.200001
0.25,0.250037,0.0001116107,0.509728,0.262268,22.200001
0.25,0.2500357,0.0001116107,0.509748,0.262139,22.200001
0.25,0.2500359,0.0001116115,0.509812,0.262389,22.190001
0.25,0.2500359,0.0001116105,0.509671,0.262236,22.200001
0.25,0.2500349,0.0001116111,0.509623,0.261797,22.200001
0.25,0.2500359,0.0001116107,0.509591,0.262622,22.200001
0.25,0.2500349,0.0001116109,0.509687,0.262377,22.190001
0.25,0.2500348,0.0001116104,0.509687,0.26197,22.200001
0.25,0.2500357,0.0001116107,0.509715,0.26224,22.200001
0.25,0.2500356,0.0001116099,0.509728,0.262095,22.190001
0.25,0.2500375,0.0001116106,0.509683,0.262425,22.209999
0.25,0.2500379,0.0001116111,0.509639,0.262066,22.200001
0.25,0.250037,0.000111611,0.509667,0.261929,22.200001
0.25,0.2500372,0.000111611,0.509728,0.261982,22.200001
0.25,0.2500363,0.0001116106,0.509675,0.26205,22.200001
0.25,0.2500379,0.0001116106,0.509707,0.262195,22.200001
0.25,0.2500376,0.0001116117,0.509707,0.262667,22.200001
0.25,0.2500373,0.000111611,0.509687,0.262546,22.200001
0.25,0.2500378,0.0001116105,0.509655,0.262159,22.200001
0.25,0.2500371,0.0001116108,0.509667,0.262058,22.209999
0.25,0.2500368,0.0001116103,0.509804,0.262413,22.200001
0.25,0.2500367,0.0001116114,0.509732,0.262381,22.209999
0.25,0.2500372,0.0001116104,0.50974,0.262433,22.200001
0.25,0.2500376,0.0001116102,0.509715,0.262256,22.200001
0.25,0.2500378,0.00011161,0.509603,0.261933,22.200001
0.25,0.2500368,0.0001116096,0.50976,0.262461,22.200001
0.25,0.2500376,0.0001116107,0.509703,0.262461,22.200001
0.25,0.2500375,0.0001116105,0.50976,0.262679,22.200001
0.25,0.2500377,0.0001116102,0.509627,0.26257,22.200001
0.25,0.2500379,0.0001116103,0.509699,0.262489,22.190001
0.25,0.2500381,0.0001116095,0.509643,0.26224,22.200001
0.25,0.2500371,0.0001116094,0.509643,0.262111,22.200001
0.25,0.2500359,0.000111609,0.509663,0.26195,22.190001
0.25,0.2500378,0.0001116094,0.509562,0.261772,22.200001
0.25,0.2500358,0.000111609,0.509675,0.262356,22.190001
0.25,0.250036,0.0001116084,0.509663,0.261913,22.190001
0.25,0.2500353,0.0001116092,0.509736,0.261752,22.200001
0.25,0.2500341,0.0001116085,0.509732,0.261893,22.200001
0.25,0.2500352,0.0001116085,0.509695,0.26207,22.209999
0.3,0.3000285,0.000131949,0.609457,0.310608,22.200001
0.3,0.3000285,0.0001319496,0.609445,0.310422,22.209999
0.3,0.3000287,0.0001319498,0.609457,0.310604,22.200001
0.3,0.3000295,0.0001319492,0.609408,0.311035,22.209999
0.3,0.3000302,0.0001319495,0.609388,0.310684,22.219999
0.3,0.3000304,0.0001319509,0.609271,0.310886,22.209999
0.3,0.3000299,0.0001319507,0.609384,0.310499,22.209999
0.3,0.3000304,0.0001319505,0.609296,0.310398,22.219999
0.3,0.3000302,0.0001319501,0.609336,0.310426,22.219999
0.3,0.3000293,0.00013195,0.609445,0.310257,22.209999
0.3,0.3000306,0.00013195,0.609283,0.310761,22.23
0.3,0.3000308,0.0001319499,0.60934,0.311103,22.23
0.3,0.3000298,0.0001319511,0.609372,0.310499,22.219999
0.3,0.300031,0.0001319504,0.609328,0.310579,22.219999
0.3,0.300031,0.00013195,0.609445,0.310857,22.23
0.3,0.3000312,0.0001319495,0.609396,0.310922,22.219999
0.3,0.3000318,0.0001319494,0.609291,0.310861,22.24
0.3,0.3000301,0.0001319502,0.609408,0.31041,22.23
