V,V_in,I_in,V_i,V_2x,T
2.1000000000000005,2.099994,0.001300236,2.454995,2.119086,23.690001
2.1000000000000005,2.099997,0.001300243,2.455007,2.119021,23.690001
2.1000000000000005,2.099994,0.00130024,2.454895,2.118945,23.68
2.1000000000000005,2.099997,0.001300198,2.455011,2.119094,23.68
2.1000000000000005,2.099997,0.001300229,2.454955,2.119062,23.68
2.1000000000000005,2.099996,0.001300217,2.454959,2.118917,23.690001
2.1000000000000005,2.099994,0.001300238,2.454782,2.119066,23.68
2.1000000000000005,2.099996,0.001300185,2.454955,2.118965,23.690001
2.2000000000000006,2.199936,0.001518331,2.456462,2.22149,23.68
2.2000000000000006,2.199933,0.001518418,2.45647,2.221429,23.68
2.2000000000000006,2.199928,0.001518335,2.456458,2.221208,23.68
2.2000000000000006,2.199933,0.001518318,2.456397,2.221518,23.68
2.2000000000000006,2.199922,0.001518321,2.456429,2.221163,23.68
2.2000000000000006,2.199921,0.00151835,2.456417,2.221284,23.68
2.2000000000000006,2.199918,0.001518295,2.456329,2.221373,23.68
2.2000000000000006,2.19993,0.001518293,2.456486,2.221333,23.68
2.2000000000000006,2.199921,0.001518254,2.456381,2.221051,23.68
2.2000000000000006,2.199911,0.001518371,2.456433,2.22128,23.67
2.3000000000000007,2.299929,0.00174227,2.458319,2.322029,23.68
2.3000000000000007,2.299932,0.001742298,2.458141,2.322016,23.68
2.3000000000000007,2.299926,0.001742316,2.458162,2.321835,23.67
2.3000000000000007,2.299937,0.001742258,2.458194,2.322085,23.68
2.3000000000000007,2.299932,0.001742284,2.458198,2.321851,23.68
2.3000000000000007,2.299941,0.001742336,2.458214,2.32194,23.68
2.3000000000000007,2.299925,0.001742288,2.458319,2.321726,23.68
2.3000000000000007,2.299936,0.001742216,2.458145,2.321823,23.68
2.3000000000000007,2.299937,0.001742231,2.458214,2.321944,23.68
2.3000000000000007,2.299932,0.001742261,2.458266,2.321738,23.68
2.400000000000001,2.400004,0.001971935,2.459809,2.423188,23.68
2.400000000000001,2.399995,0.00197183,2.4597,2.423337,23.68
2.400000000000001,2.399992,0.001971885,2.459769,2.423321,23.68
2.400000000000001,2.399986,0.001972004,2.459793,2.423059,23.690001
2.400000000000001,2.399983,0.001972031,2.459749,2.423079,23.68
2.400000000000001,2.399998,0.001972014,2.459829,2.423196,23.68
2.400000000000001,2.399998,0.001971982,2.459753,2.423341,23.68
2.400000000000001,2.399989,0.001971946,2.459797,2.423292,23.68
2.400000000000001,2.399992,0.001971958,2.459801,2.423192,23.68
2.400000000000001,2.400008,0.001972002,2.459849,2.423321,23.690001
2.500000000000001,2.500038,0.002205085,2.461884,2.524238,23.68
2.500000000000001,2.500038,0.002205048,2.461872,2.524033,23.68
2.500000000000001,2.500041,0.00220505,2.461924,2.52388,23.68
2.500000000000001,2.500057,0.00220514,2.46186,2.523827,23.68
2.500000000000001,2.500048,0.002205019,2.461936,2.524057,23.68
2.500000000000001,2.500033,0.002205052,2.461868,2.523847,23.68
2.500000000000001,2.500018,0.002205019,2.461956,2.523851,23.68
2.500000000000001,2.500002,0.002204963,2.461847,2.523819,23.68
2.500000000000001,2.500005,0.002205082,2.461952,2.524089,23.67
2.500000000000001,2.500031,0.002205069,2.461896,2.524009,23.690001
2.600000000000001,2.600072,0.002440402,2.463479,2.625184,23.67
2.600000000000001,2.600065,0.002440382,2.463354,2.625349,23.68
2.600000000000001,2.600068,0.002440326,2.463471,2.625184,23.68
2.600000000000001,2.600073,0.002440227,2.463354,2.625075,23.68
2.600000000000001,2.600073,0.002440365,2.463499,2.62516,23.68
2.600000000000001,2.600065,0.002440433,2.463431,2.625264,23.690001
2.600000000000001,2.600068,0.002440385,2.463427,2.625216,23.690001
2.600000000000001,2.600059,0.002440383,2.463507,2.625111,23.690001
2.600000000000001,2.600062,0.002440336,2.463499,2.625087,23.690001
2.600000000000001,2.600073,0.002440327,2.463431,2.625083,23.690001
2.700000000000001,2.700344,0.002677385,2.465972,2.726287,23.68
2.700000000000001,2.700345,0.002677468,2.465956,2.726134,23.690001
2.700000000000001,2.70036,0.002677438,2.465888,2.726351,23.690001
2.700000000000001,2.70033,0.002677448,2.465977,2.726138,23.68
2.700000000000001,2.700342,0.002677393,2.465964,2.726242,23.690001
2.700000000000001,2.70034,0.002677504,2.465924,2.726307,23.68
2.700000000000001,2.700341,0.002677472,2.465972,2.726609,23.68
2.700000000000001,2.700335,0.002677425,2.466081,2.726238,23.690001
2.700000000000001,2.700325,0.002677386,2.46592,2.726375,23.690001
2.700000000000001,2.700328,0.002677421,2.466073,2.726802,23.67
2.800000000000001,2.800215,0.002914323,2.468684,2.82749,23.690001
2.800000000000001,2.800218,0.002914172,2.468901,2.827289,23.68
2.800000000000001,2.800221,0.002914247,2.468889,2.827708,23.690001
2.800000000000001,2.800225,0.002914262,2.468704,2.827389,23.68
2.800000000000001,2.800229,0.002914219,2.468684,2.827708,23.68
2.800000000000001,2.80023,0.002914279,2.46878,2.82749,23.67
2.800000000000001,2.800231,0.002914194,2.468627,2.827683,23.68
2.800000000000001,2.800234,0.002914183,2.468937,2.827675,23.67
2.800000000000001,2.800216,0.002914208,2.468949,2.827627,23.67
2.800000000000001,2.800237,0.002914271,2.468877,2.827571,23.67
2.9000000000000012,2.900127,0.00315124,2.470678,2.92879,23.66
2.9000000000000012,2.900133,0.003151353,2.470597,2.928698,23.66
2.9000000000000012,2.900138,0.003151259,2.470649,2.92873,23.66
2.9000000000000012,2.900124,0.003151257,2.47071,2.928593,23.68
2.9000000000000012,2.900143,0.003151211,2.470665,2.928879,23.68
2.9000000000000012,2.90014,0.00315121,2.470609,2.928762,23.67
2.9000000000000012,2.900126,0.003151208,2.470613,2.928851,23.68
2.9000000000000012,2.900122,0.003151227,2.470686,2.928939,23.67
2.9000000000000012,2.90013,0.003151283,2.470726,2.929121,23.66
2.9000000000000012,2.900113,0.003151202,2.470722,2.928589,23.67
3.0000000000000013,2.999983,0.003390858,2.473095,3.030755,23.67
3.0000000000000013,2.999984,0.003390801,2.473054,3.03084,23.66
3.0000000000000013,2.999969,0.003390791,2.473171,3.03061,23.66
3.0000000000000013,2.999981,0.003390751,2.472946,3.03057,23.66
3.0000000000000013,2.999974,0.00339069,2.473082,3.030691,23.66
3.0000000000000013,2.999971,0.003390603,2.473087,3.030598,23.67
3.0000000000000013,2.999961,0.003390677,2.473006,3.030489,23.65
3.0000000000000013,2.999978,0.00339073,2.473107,3.030598,23.65
3.0000000000000013,2.999968,0.003390837,2.473038,3.03088,23.66
3.0000000000000013,2.999976,0.003390769,2.472982,3.030453,23.66
3.1000000000000014,3.099844,0.003717267,2.475326,3.132841,23.66
3.1000000000000014,3.099844,0.003716969,2.475431,3.132821,23.65
3.1000000000000014,3.09985,0.003717154,2.475358,3.133119,23.66
3.1000000000000014,3.099853,0.003716993,2.475568,3.132531,23.66
3.1000000000000014,3.099851,0.003717116,2.475391,3.133087,23.65
3.1000000000000014,3.099861,0.003716975,2.47552,3.133195,23.66
3.1000000000000014,3.099848,0.003717252,2.475415,3.133119,23.66
3.1000000000000014,3.099856,0.00371736,2.475435,3.133119,23.67
3.1000000000000014,3.099856,0.003717057,2.475391,3.132833,23.66
3.1000000000000014,3.099842,0.003716934,2.475475,3.132486,23.67
3.2000000000000015,3.199695,0.004419921,2.477546,3.235825,23.68
3.2000000000000015,3.199687,0.004420517,2.477683,3.236171,23.67
3.2000000000000015,3.199704,0.004420668,2.4778,3.236232,23.68
3.2000000000000015,3.199712,0.004420155,2.477687,3.236143,23.68
3.2000000000000015,3.199708,0.004420119,2.477711,3.236526,23.68
3.2000000000000015,3.199714,0.004420943,2.477703,3.236284,23.68
3.2000000000000015,3.199708,0.00442086,2.477775,3.236445,23.68
3.2000000000000015,3.199701,0.004420639,2.477792,3.236743,23.68
3.2000000000000015,3.199719,0.004420602,2.477663,3.235881,23.68
3.2000000000000015,3.199703,0.004420429,2.477775,3.236236,23.68
